"X","position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
57,28.0618184851483,23.117067979183,6,1,2,1,3,4,8,3,4,1
58,18.208495513536,6.37147597968578,6,1,3,2,4,3,5,4,8,3
59,5.8771141525358,17.6746117696166,10,2,1,3,1,2,7,6,7,6
60,28.9878434990533,6.10256475862116,5,1,3,1,4,4,1,3,6,1
61,0.54913034895435,23.0149710550904,6,2,1,3,1,1,3,2,5,10
62,14.982094836887,28.2685128366575,7,2,2,2,5,5,6,7,10,9
63,24.4660426257178,0.643094989936799,5,1,3,1,4,4,1,3,6,5
64,20.0158848613501,15.086852023378,5,1,3,2,3,3,4,4,2,3
65,12.2439132886939,22.8516371338628,6,2,1,2,1,5,6,7,9,7
66,13.2172744022682,28.6526549002156,6,2,2,2,5,5,6,7,10,7
67,22.5221176771447,29.7324876207858,3,1,2,1,5,3,8,4,10,2
68,25.0267989258282,9.91641033673659,4,1,3,1,4,4,1,3,2,5
69,26.7916622338817,28.5897687147371,2,1,2,1,3,4,8,3,4,1
70,28.5884411260486,20.4230307089165,4,1,2,1,3,4,4,3,4,1
71,6.13050060812384,28.574702180922,7,2,1,3,1,2,3,5,5,6
72,21.1553921503946,19.7155551030301,6,1,2,2,3,3,4,4,3,3
73,4.03354882495478,5.82648163894191,8,2,1,3,2,2,2,6,1,10
74,7.61163200251758,20.1640453934669,12,2,1,3,1,2,7,1,9,6
75,23.1770234531723,23.5016976878978,5,1,2,1,3,3,8,4,4,5
76,7.35679474426433,15.5124537530355,7,2,1,3,2,2,7,5,7,6
77,5.27449709828943,28.3357648132369,8,2,1,3,1,2,3,6,5,6
78,26.2819253001362,1.67659524595365,8,1,3,1,4,4,1,3,6,8
79,20.3855440858752,6.88930202275515,8,1,3,2,4,3,5,4,8,3
80,27.5556925451383,20.7897044951096,7,1,2,1,3,4,4,3,4,8
81,24.4311357359402,8.07538833701983,5,1,3,1,4,4,1,3,6,5
82,2.24758088355884,3.85826573939994,-1,2,1,3,2,1,2,8,1,4
83,6.06717908056453,15.400615464896,5,2,1,3,2,2,7,5,7,6
84,27.9647594620474,20.0762611627579,6,1,2,1,3,4,4,3,4,1
85,17.9891373007558,1.12506188917905,6,1,3,2,4,3,5,4,8,3
86,14.0493778791279,26.9323212839663,7,2,2,2,5,5,6,7,10,9
87,1.0100561985746,25.5869843414985,8,2,1,3,1,1,3,2,5,10
88,8.25521340128034,13.0379907111637,7,2,1,3,2,2,7,1,7,6
89,23.1056725652888,0.00553934834897518,6,1,3,1,4,3,1,4,6,5
90,21.3237031688914,28.3023654506542,5,1,2,2,5,3,8,4,10,3
91,12.851614987012,9.67183356173337,7,2,3,2,2,5,5,7,8,7
92,20.5588018172421,28.6950504686683,5,1,2,2,5,3,8,4,10,3
93,10.547129327897,26.2032310618088,9,2,1,3,1,5,6,1,5,7
94,9.60404355078936,25.2515340526588,7,2,1,3,1,2,6,1,5,7
95,24.0356679470278,12.4835208663717,2,1,3,1,4,4,4,3,2,2
96,14.4008069043048,5.95994830364361,6,1,3,2,4,5,5,7,8,9
97,15.9777599922381,5.56734128622338,7,1,3,2,4,5,5,7,8,9
98,27.9076480935328,16.1969534517266,8,1,2,1,3,4,4,3,2,8
99,19.1257586586289,1.32086856057867,5,1,3,2,4,3,5,4,8,3
100,0.479773592669517,28.4014328266494,-1,2,1,3,1,1,3,8,5,4
